nb_A,nb_W,nb_A_W,nb_A_ma,nb_W_ma
47168.55,2575.35,49743.9,48205.1,2752.02
45002.3,2423.1,47425.4,48354.9,2761.34
43112.0,2316.5,45428.5,47836.34,2703.96
43035.1,2377.9,45413.0,47017.58,2630.64
43898.75,2385.1,46283.85,46258.0,2557.16
46688.7,2445.5,49134.2,45794.54,2488.72
46821.05,2432.8,49253.85,45696.8,2469.12
46294.0,2471.6,48765.6,45607.54,2456.85
45740.3,2458.1,48198.4,45476.15,2446.16
42849.25,2470.25,45319.5,45061.0,2435.62
42932.35,2473.95,45406.3,44637.38,2425.48
40192.75,2157.7,42350.45,44156.42,2398.94
35489.0,1624.25,37113.25,43394.12,2329.72
33590.1,1441.45,35031.55,42449.62,2236.07
61398.75,1517.5,62916.25,44199.62,2149.31
93819.7,1512.15,95331.85,48912.72,2055.98
105811.05,1516.95,107328.0,54811.72,1964.39
117105.05,1502.7,118607.75,61892.83,1867.5
121114.8,1511.3,122626.1,69430.28,1772.82
122970.15,1524.7,124494.85,77442.37,1678.26
123987.1,1534.75,125521.85,85547.84,1584.34
124902.2,1615.35,126517.55,94018.79,1530.11
125204.35,1618.55,126822.9,102990.32,1529.54
125084.5,1563.35,126647.85,112139.76,1541.73
150284.9,1743.85,152028.75,121028.38,1564.36
167619.35,1784.4,169403.75,128408.34,1591.59
171706.35,1793.6,173499.95,134997.88,1619.26
208868.15,2156.25,211024.4,144174.18,1684.61
239935.45,3799.7,243735.15,156056.25,1913.45
270735.0,3973.25,274708.25,170832.74,2158.3
281564.45,4096.55,285661.0,186590.47,2414.48
307516.45,4260.65,311777.1,204851.9,2679.02
324033.4,4219.95,328253.35,224734.8,2939.16
332484.7,4435.05,336919.75,245474.82,3226.32
322238.95,4566.75,326805.7,262670.23,3508.62
302828.4,4615.4,307443.8,276191.13,3791.72
293888.65,4608.0,298496.65,288409.36,4073.16
286888.65,4608.15,291496.8,296211.41,4318.34
284176.4,4618.8,288795.2,300635.5,4400.26
282931.05,4590.0,287521.05,301855.11,4461.93
282568.0,4644.1,287212.1,301955.46,4516.68
284234.3,4767.05,289001.35,299627.25,4567.33
284642.25,4831.5,289473.75,295688.13,4628.48
284643.4,4852.75,289496.15,290904.0,4670.25
259501.8,4674.8,264176.6,284630.29,4681.06
240858.55,4609.4,245467.95,278433.3,4680.46
236691.6,4617.0,241308.6,272713.6,4681.36
199813.3,4245.55,204058.85,264006.06,4645.1
171123.0,2632.0,173755.0,252700.72,4446.42
140538.35,2466.2,143004.55,238461.46,4234.04
128912.1,2334.65,131246.75,223095.87,4003.09
104119.25,2228.3,106347.55,205084.36,3749.22
87215.35,2207.1,89422.45,185341.67,3486.78
79273.75,2047.55,81321.3,164804.71,3206.26
63342.1,1839.55,65181.65,145188.74,2922.73
52073.5,1801.15,53874.65,126310.23,2641.9
48837.45,1812.2,50649.65,107524.81,2361.43
44633.5,1839.65,46473.15,92006.84,2120.84
45397.95,1838.95,47236.9,79434.33,2041.53
47803.9,1868.85,49672.75,70160.88,1981.79
48176.7,1805.8,49982.5,62087.34,1928.91
45542.7,1625.3,47168.0,56229.69,1868.61
44626.2,1544.7,46170.9,51970.78,1802.37
46068.15,1529.0,47597.15,48650.22,1750.52
47099.85,1574.35,48674.2,47025.99,1723.99
46431.6,1576.45,48008.05,46461.8,1701.52
46534.05,1564.15,48098.2,46231.46,1676.72
46807.6,1578.8,48386.4,46448.87,1650.64
44589.4,1571.45,46160.85,46368.02,1623.88
43308.4,1564.75,44873.15,45918.46,1593.48
44183.2,1574.35,45757.55,45519.12,1570.33
45586.2,1515.6,47101.8,45523.47,1559.36
47167.6,1545.2,48712.8,45777.6,1559.41
47063.5,1462.3,48525.8,45877.14,1552.74
46267.1,1456.25,47723.35,45793.86,1540.93
46020.9,1450.95,47471.85,45752.8,1528.38
46699.05,1450.6,48149.65,45769.3,1517.02
47063.85,1437.25,48501.1,45794.92,1502.87
47006.3,1430.65,48436.95,46036.61,1488.79
45098.85,1385.05,46483.9,46215.65,1470.82
45057.1,1367.6,46424.7,46303.04,1450.14
46263.2,1352.5,47615.7,46370.74,1433.83
47672.55,1439.9,49112.45,46421.24,1423.3
46455.7,1422.0,47877.7,46360.46,1419.28
45015.8,1406.1,46421.9,46235.33,1414.26
44669.6,1420.4,46090.0,46100.2,1411.2
44450.75,1414.7,45865.45,45875.37,1407.62
44097.45,1417.25,45514.7,45578.73,1405.62
44073.05,1405.8,45478.85,45285.4,1403.13
43932.7,1385.45,45318.15,45168.79,1403.17
42870.75,1353.3,44224.05,44950.16,1401.74
39961.25,1333.0,41294.25,44319.96,1399.79
39392.05,1284.6,40676.65,43491.91,1384.26
39706.05,1269.1,40975.15,42816.94,1368.97
39395.8,1262.6,40658.4,42254.94,1354.62
38661.1,1278.35,39939.45,41654.09,1340.42
38097.25,1286.6,39383.85,41018.74,1327.6
38518.65,1297.5,39816.15,40460.86,1315.63
37137.25,1315.35,38452.6,39767.28,1306.59
35883.2,1342.9,37226.1,38962.34,1302.33
34893.15,1357.25,36250.4,38164.58,1302.72
37933.6,1358.45,39292.05,37961.81,1305.27
36630.55,1266.3,37896.85,37685.66,1303.44
36503.7,1278.1,37781.8,37365.43,1304.34
37050.4,1264.45,38314.85,37130.88,1304.53
37102.15,1271.55,38373.7,36974.99,1303.84
37165.4,1268.1,38433.5,36881.81,1302.0
37292.9,1267.5,38560.4,36759.23,1299.0
37215.6,1279.65,38495.25,36767.06,1295.42
37461.75,1302.35,38764.1,36924.92,1291.37
37663.25,1313.2,38976.45,37201.93,1286.97
37586.5,1314.3,38900.8,37167.22,1282.55
35883.45,1309.0,37192.45,37092.51,1286.82
34506.55,1316.3,35822.85,36892.8,1290.64
34203.5,1329.2,35532.7,36608.1,1297.12
33581.6,1320.85,34902.45,36256.05,1302.04
33856.1,1371.15,35227.25,35925.12,1312.35
33810.35,1393.8,35204.15,35576.86,1324.98
33703.85,1362.95,35066.8,35225.69,1333.31
33385.7,1327.45,34713.15,34818.08,1335.82
32890.4,1314.0,34204.4,34340.8,1335.9
28893.25,1323.25,30216.5,33471.48,1336.8
29165.5,1324.4,30489.9,32799.68,1338.34
29026.15,1316.95,30343.1,32251.64,1338.4
28260.85,1314.2,29575.05,31657.37,1336.9
29484.9,1432.9,30917.8,31247.7,1348.1
29904.35,1477.25,31381.6,30852.53,1358.72
30098.85,1477.4,31576.25,30481.38,1367.07
30923.0,1488.85,32411.85,30203.3,1379.66
31094.55,1491.15,32585.7,29974.18,1396.04
31280.85,1519.15,32800.0,29813.22,1416.55
32068.2,1566.85,33635.05,30130.72,1440.91
32337.9,1602.4,33940.3,30447.96,1468.71
32750.55,1641.6,34392.15,30820.4,1501.18
34578.45,1661.15,36239.6,31452.16,1535.87
36567.6,1680.9,38248.5,32160.43,1560.67
36820.9,1629.15,38450.05,32852.08,1575.86
36553.15,1634.95,38188.1,33497.52,1591.62
39747.4,1699.55,41446.95,34379.96,1612.68
44245.85,1727.55,45973.4,35695.09,1636.32
45867.1,1750.65,47617.75,37153.71,1659.48
47008.8,1753.5,48762.3,38647.77,1678.14
48457.65,1822.95,50280.6,40259.75,1700.19
52046.8,1847.05,53893.85,42189.37,1720.74
52534.7,1841.75,54376.45,43985.0,1738.8
51452.05,1702.55,53154.6,45473.44,1740.96
51254.45,1675.15,52929.6,46916.8,1745.56
51261.9,1680.7,52942.6,48387.67,1750.14
51466.75,1706.75,53173.5,49559.6,1750.86
54108.5,1704.05,55812.55,50545.87,1748.51
54527.9,1692.5,56220.4,51411.95,1742.69
54354.95,1659.65,56014.6,52146.57,1733.31
55846.35,1708.45,57554.8,52885.44,1721.86
55427.3,1672.6,57099.9,53223.48,1704.42
54133.6,1679.8,55813.4,53383.38,1688.22
53511.55,1699.2,55210.75,53589.32,1687.89
52407.9,1689.55,54097.45,53704.67,1689.32
52125.6,1661.6,53787.2,53791.04,1687.42
48389.15,1619.55,50008.7,53483.28,1678.7
44337.7,1613.2,45950.9,52506.2,1669.61
43370.75,1604.3,44975.05,51390.48,1660.79
43548.55,1658.4,45206.95,50309.84,1660.67
43032.75,1909.65,44942.4,49028.48,1680.78
40492.7,1971.15,42463.85,47535.02,1710.64
40040.0,1973.5,42013.5,46125.66,1740.01
41247.65,1991.25,43238.9,44899.28,1769.22
42388.15,1995.0,44383.15,43897.3,1799.76
42491.6,1996.85,44488.45,42933.9,1833.28
41498.25,1960.75,43459.0,42244.81,1867.4
39457.95,1985.0,41442.95,41756.84,1904.58
39052.95,1968.55,41021.5,41325.06,1941.01
38983.1,1978.6,40961.7,40868.51,1973.03
37941.8,1924.45,39866.25,40359.41,1974.51
38497.0,1965.75,40462.75,40159.84,1973.97
38023.95,1929.7,39953.65,39958.24,1969.59
36954.15,1894.3,38848.45,39528.89,1959.9
37311.05,1916.5,39227.55,39021.18,1952.04
38163.5,1938.55,40102.05,38588.37,1946.21
39756.3,1959.35,41715.65,38414.18,1946.07
39815.55,1998.65,41814.2,38449.94,1947.44
39414.65,2020.2,41434.85,38486.1,1952.6
41228.1,2001.15,43229.25,38710.6,1954.86
42229.9,1713.3,43943.2,39139.42,1933.74
41714.65,1624.1,43338.75,39461.18,1899.58
45392.4,1751.45,47143.85,40198.03,1881.76
45456.0,1895.75,47351.75,41048.21,1881.9
44438.3,2016.35,46454.65,41760.94,1891.88
44119.05,2036.25,46155.3,42356.49,1901.66
45135.7,2662.9,47798.6,42894.43,1972.01
45117.85,2728.25,47846.1,43424.66,2044.97
44994.6,2711.6,47706.2,43982.65,2114.11
44785.8,2706.85,47492.65,44338.42,2184.68
44480.25,2719.4,47199.65,44563.46,2285.29
44573.55,2696.45,47270.0,44849.35,2392.52
47316.95,2877.5,50194.45,45041.8,2505.13
47968.5,2953.35,50921.85,45293.06,2610.89
48213.7,2978.4,51192.1,45670.6,2707.1
49356.85,3024.3,52381.15,46194.38,2805.9
49294.25,3133.95,52428.2,46610.23,2853.0
49947.75,3108.45,53056.2,47093.22,2891.02
50407.95,3120.55,53528.5,47634.56,2931.92
48514.3,3115.85,51630.15,48007.4,2972.82
47753.4,3134.7,50888.1,48334.72,3014.35
48305.55,3162.75,51468.3,48707.92,3060.98
44994.0,3040.95,48034.95,48475.62,3077.32
45651.2,2896.1,48547.3,48243.9,3071.6
47119.9,2807.9,49927.8,48134.52,3054.55
47160.4,2812.85,49973.25,47914.87,3033.4
46904.7,2222.4,49127.1,47675.92,2942.25
46763.5,2199.4,48962.9,47357.49,2851.34
46796.95,2228.75,49025.7,46996.39,2762.16
46683.0,2229.35,48912.35,46813.26,2673.52
46562.6,2247.75,48810.35,46694.18,2584.82
46143.3,2265.25,48408.55,46477.96,2495.07
43357.15,2122.5,45479.65,46314.27,2403.22
42834.7,2071.1,44905.8,46032.62,2320.72
42413.0,2060.75,44473.75,45561.93,2246.01
40544.5,2008.8,42553.3,44900.34,2165.6
39218.5,1892.8,41111.3,44131.72,2132.64
38175.75,1889.65,40065.4,43272.94,2101.67
37581.45,1881.65,39463.1,42351.4,2066.96
36286.5,1880.1,38166.6,41311.75,2032.04
35088.85,1874.75,36963.6,40164.37,1994.74
34056.55,1868.2,35924.75,38955.69,1955.03
34066.55,1893.3,35959.85,38026.63,1932.11
31848.9,1889.45,33738.35,36928.06,1913.95
29897.85,1883.0,31780.85,35676.54,1896.17
29640.75,1847.35,31488.1,34586.16,1880.02
29379.85,1827.15,31207.0,33602.3,1873.46
29026.4,1790.25,30816.65,32687.36,1863.52
31114.55,1940.45,33055.0,32040.68,1869.4
32251.5,2063.25,34314.75,31637.18,1887.72
32689.85,2065.55,34755.4,31397.28,1906.8
33319.7,2048.7,35368.4,31323.59,1924.84
33263.95,2086.1,35350.05,31243.33,1944.12
34543.0,2084.65,36627.65,31512.74,1963.64
35063.05,2093.9,37156.95,32029.26,1984.74
35685.45,2100.45,37785.9,32633.73,2010.05
35973.25,2093.4,38066.65,33293.07,2036.67
36021.05,2091.8,38112.85,33992.53,2066.82
35983.85,2073.65,38057.5,34479.46,2080.14
36385.3,2076.85,38462.15,34892.84,2081.5
36531.8,2084.2,38616.0,35277.04,2083.37
38362.6,2080.85,40443.45,35781.33,2086.58
38014.25,2064.65,40078.9,36256.36,2084.44
38180.5,2050.7,40231.2,36620.11,2081.04
38567.2,2042.3,40609.5,36970.53,2075.89
38718.55,2047.3,40765.85,37273.84,2070.57
38675.8,2061.35,40737.15,37544.09,2067.36
39146.25,2060.45,41206.7,37856.61,2064.23
37393.95,1907.2,39301.15,37997.62,2047.58
36306.1,1771.0,38077.1,37989.7,2017.0
36160.0,1748.1,37908.1,37952.52,1983.39
35825.6,1736.1,37561.7,37698.82,1948.91
37195.5,1677.65,38873.15,37616.94,1910.22
37333.4,1642.35,38975.75,37532.24,1869.38
38012.65,1613.45,39626.1,37476.78,1826.5
37573.6,1621.05,39194.65,37362.29,1783.87
37513.75,1640.5,39154.25,37246.08,1741.78
37797.95,1647.7,39445.65,37111.25,1700.51
38676.25,1620.2,40296.45,37239.48,1671.81
39238.1,1570.9,40809.0,37532.68,1651.8
39529.95,1522.25,41052.2,37869.68,1629.22
38298.45,1510.55,39809.0,38116.96,1606.66
38488.9,1492.35,39981.25,38246.3,1588.13
38598.65,1520.55,40119.2,38372.83,1575.95
38422.35,1509.7,39932.05,38413.8,1565.58
38206.1,1488.25,39694.35,38477.04,1552.29
37624.8,1446.1,39070.9,38488.15,1532.86
37063.3,1412.8,38476.1,38414.68,1509.36
36611.75,1404.85,38016.6,38208.24,1487.83
36482.8,1407.9,37890.7,37932.7,1471.53
36425.15,1418.3,37843.45,37622.22,1461.13
36356.25,1444.85,37801.1,37428.0,1454.56
35134.55,1442.4,36576.95,37092.57,1449.57
33516.65,1449.35,34966.0,36584.37,1442.45
32212.0,1434.9,33646.9,35963.34,1434.97
31715.35,1403.55,33118.9,35314.26,1426.5
31906.55,1405.15,33311.7,34742.43,1422.4
31154.1,1370.7,32524.8,34151.52,1418.2
30739.3,1391.15,32130.45,33564.27,1416.82
30092.0,1388.35,31480.35,32925.19,1414.87
29016.5,1368.75,30385.25,32184.32,1409.92
28387.75,1365.3,29753.05,31387.48,1401.96
28299.95,1351.6,29651.55,30704.01,1392.88
28214.4,1319.3,29533.7,30173.79,1379.88
27970.5,1283.6,29254.1,29749.64,1364.74
27952.4,1289.45,29241.85,29373.35,1353.34
28009.1,1295.55,29304.65,28983.6,1342.38
29427.85,1382.0,30809.85,28810.98,1343.5
30077.95,1453.55,31531.5,28744.84,1349.74
30259.25,1478.95,31738.2,28761.56,1358.8
30359.2,1473.2,31832.4,28895.84,1369.25
30383.4,1486.65,31870.05,29095.4,1381.38
30717.45,1520.55,32238.0,29337.15,1398.28
31625.05,1556.35,33181.4,29678.22,1421.98
31923.5,1580.05,33503.55,30073.52,1451.63
32624.15,1607.25,34231.4,30540.69,1483.41
32692.2,1590.05,34282.25,31009.0,1512.86
33742.55,1672.3,35414.85,31440.47,1541.89
33096.05,1671.45,34767.5,31742.28,1563.68
32417.7,1673.05,34090.75,31958.12,1583.09
32553.7,1679.35,34233.05,32177.58,1603.7
32784.7,1694.6,34479.3,32417.71,1624.5
33135.7,1722.95,34858.65,32659.53,1644.74
33026.85,1725.25,34752.1,32799.71,1661.63
32971.1,1731.0,34702.1,32904.47,1676.72
33085.85,1733.35,34819.2,32950.64,1689.34
33500.25,1770.0,35270.25,33031.44,1707.33
31887.5,1693.7,33581.2,32845.94,1709.47
31292.65,1629.25,32921.9,32665.6,1705.25
31349.15,1613.8,32962.95,32558.75,1699.32
30896.0,1635.9,32531.9,32392.98,1694.98
30481.15,1584.35,32065.5,32162.62,1683.96
30032.5,1557.7,31590.2,31852.3,1667.43
29003.15,1535.55,30538.7,31449.93,1648.46
28594.15,1532.05,30126.2,31012.24,1628.56
28239.75,1518.4,29758.15,30527.62,1607.07
27736.0,1594.0,29330.0,29951.2,1589.47
27178.85,1524.9,28703.75,29480.34,1572.59
27491.75,1518.0,29009.75,29100.25,1561.46
27899.7,1539.6,29439.3,28755.3,1554.04
28399.5,1566.25,29965.75,28505.65,1547.08
28573.7,1581.25,30154.95,28314.9,1546.77
28401.9,1570.4,29972.3,28151.84,1548.04
35219.75,2024.4,37244.15,28773.51,1596.92
41460.8,2524.1,43984.9,30060.17,1696.13
43685.15,2718.5,46403.65,31604.71,1816.14
44147.8,2744.7,46892.5,33245.89,1931.21
44362.9,2746.3,47109.2,34964.3,2053.35
45208.05,2809.9,48017.95,36735.93,2182.54
45008.85,2826.45,47835.3,38446.84,2311.22
45166.45,2846.35,48012.8,40123.54,2439.23
45439.95,2890.3,48330.25,41810.16,2570.14
45204.95,2908.85,48113.8,43490.46,2703.98
45379.8,2914.6,48294.4,44506.47,2793.0
45843.55,2919.35,48762.9,44944.74,2832.53
45984.65,2911.65,48896.3,45174.7,2851.84
46451.8,2876.55,49328.35,45405.1,2865.03
46607.15,3018.15,49625.3,45629.52,2892.22
46785.3,3058.55,49843.85,45787.24,2917.08
47035.1,3066.65,50101.75,45989.87,2941.1
46780.3,3075.5,49855.8,46151.26,2964.02
46749.45,3056.6,49806.05,46282.2,2980.64
46517.95,3068.4,49586.35,46413.5,2996.6
39610.35,2617.65,42228.0,45836.56,2966.9
34232.7,2134.7,36367.4,44675.48,2888.44
32154.2,1950.35,34104.55,43292.43,2792.31
31713.85,1899.1,33612.95,41818.64,2694.56
31927.05,1946.2,33873.25,40350.62,2587.37
32518.15,1920.0,34438.15,38923.91,2473.52
37451.95,1926.3,39378.25,37965.6,2359.48
38696.85,1892.75,40589.6,37157.25,2241.2
39607.8,1976.15,41583.95,36443.08,2133.16
40200.75,2017.1,42217.85,35811.36,2028.03
40359.2,2050.85,42410.05,35886.25,1971.35
40100.1,2069.0,42169.1,36472.99,1964.78
40023.1,2083.3,42106.4,37259.88,1978.08
39885.55,2044.5,41930.05,38077.05,1992.62
39492.9,1900.85,41393.75,38833.63,1988.08
39202.95,1868.8,41071.75,39502.12,1982.96
38998.7,1877.5,40876.2,39656.79,1978.08
39045.4,1866.2,40911.6,39691.65,1975.43
39106.0,1880.55,40986.55,39641.47,1965.86
39506.15,1859.85,41366.0,39572.01,1950.14
39738.45,1881.6,41620.05,39509.93,1933.21
39844.25,1957.35,41801.6,39484.34,1922.05
40113.75,1980.15,42093.9,39493.41,1911.74
41481.75,2034.8,43516.55,39653.03,1910.76
43195.55,1996.4,45191.95,40023.3,1920.32
42540.15,1986.95,44527.1,40357.02,1932.14
38459.45,1973.85,40433.3,40303.09,1941.77
38998.6,2088.8,41087.4,40298.41,1964.03
39000.15,2014.55,41014.7,40287.83,1977.43
40012.05,1985.6,41997.65,40338.41,1990.0
40633.05,1963.95,42597.0,40427.87,1998.24
40786.6,1928.9,42715.5,40522.11,1995.4
40805.65,1909.65,42715.3,40591.3,1988.34
40304.45,1888.2,42192.65,40473.57,1973.69
40348.8,1878.4,42227.2,40188.9,1961.89
42715.1,1937.9,44653.0,40206.39,1956.98
46005.15,2839.9,48845.05,40960.96,2043.59
45827.2,2964.8,48792.0,41643.82,2131.18
45079.3,2923.0,48002.3,42251.74,2222.03
46410.2,2901.05,49311.25,42891.55,2313.57
48693.7,2848.55,51542.25,43697.62,2402.04
50343.75,2750.6,53094.35,44653.33,2484.2
50956.5,2724.0,53680.5,45668.42,2565.64
49597.95,2670.4,52268.35,46597.76,2643.86
47129.7,2700.85,49830.55,47275.86,2726.1
46147.6,2664.85,48812.45,47619.1,2798.8
45991.65,2636.9,48628.55,47617.76,2778.5
44353.85,2485.6,46839.45,47470.42,2730.58
44168.55,2425.15,46593.7,47379.34,2680.8
46158.5,2368.55,48527.05,47354.18,2627.54
44963.6,2314.0,47277.6,46981.16,2574.09
44018.05,2276.25,46294.3,46348.59,2526.65
43249.95,2235.4,45485.35,45577.94,2477.8
42668.85,2200.3,44869.15,44885.03,2430.79
42305.15,2185.35,44490.5,44402.58,2379.23
39468.0,2102.85,41570.85,43734.62,2323.04
35394.9,1147.6,36542.5,42674.94,2174.1
35303.8,995.95,36299.75,41769.94,2025.14
35479.2,1014.85,36494.05,40901.0,1884.11
33162.6,1017.5,34180.1,39601.41,1749.01
30551.15,1027.85,31579.0,38160.16,1620.39
28050.9,1051.15,29102.05,36563.45,1497.88
26668.95,1055.2,27724.15,34905.35,1379.86
25889.55,1017.85,26907.4,33227.42,1261.62
25783.3,931.7,26715.0,31575.23,1136.25
25583.75,920.4,26504.15,30186.81,1018.0
24409.15,895.95,25305.1,29088.23,992.84
23858.4,874.15,24732.55,27943.69,980.66
23740.15,891.4,24631.55,26769.79,968.32
19888.35,882.8,20771.15,25442.36,954.84
19856.8,875.55,20732.35,24372.93,939.61
21474.05,885.2,22359.25,23715.24,923.02
23213.95,941.45,24155.4,23369.74,911.65
23641.7,959.15,24600.85,23144.96,905.78
23985.05,987.9,24972.95,22965.14,911.39
24194.1,1042.7,25236.8,22826.17,923.62
25141.4,1069.0,26210.4,22899.4,940.93
25255.75,1098.45,26354.2,23039.13,963.36
25392.7,1089.35,26482.05,23204.38,983.16
25682.8,1120.0,26802.8,23783.83,1006.88
25442.95,1103.5,26546.45,24342.44,1029.67
25286.3,1063.55,26349.85,24723.67,1047.5
33249.7,1458.1,34707.8,25727.25,1099.17
36057.65,2259.1,38316.75,26968.84,1229.16
37338.2,2338.45,39676.65,28304.16,1364.22
37438.95,2330.6,39769.55,29628.64,1493.01
37476.05,2348.5,39824.55,30862.1,1620.96
37386.9,2353.0,39739.9,32075.22,1746.42
36117.85,2340.65,38458.5,33147.74,1871.54
36868.6,2347.75,39216.35,34266.31,1994.32
37251.35,2362.5,39613.85,35447.15,2120.22
35730.6,2342.85,38073.45,36491.58,2248.15
34139.6,2292.5,36432.1,36580.57,2331.59
39864.95,2395.7,42260.65,36961.3,2345.25
41441.55,2374.7,43816.25,37371.64,2348.88
41221.05,2323.15,43544.2,37749.85,2348.13
40491.0,2287.6,42778.6,38051.34,2342.04
40198.65,2261.7,42460.35,38332.52,2332.91
40022.2,2266.25,42288.45,38722.96,2325.47
40679.55,2226.35,42905.9,39104.05,2313.33
41008.4,2228.55,43236.95,39479.76,2299.94
40718.15,2223.85,42942.0,39978.51,2288.03
35712.75,1794.9,37507.65,40135.82,2238.28
34633.85,1199.6,35833.45,39612.72,2118.66
33992.7,1156.85,35149.55,38867.83,1996.88
35802.2,1245.15,37047.35,38325.94,1889.08
36737.35,1249.55,37986.9,37950.58,1785.28
38320.4,1303.5,39623.9,37762.75,1689.46
38943.0,1328.15,40271.15,37654.84,1595.64
40134.15,1375.55,41509.7,37600.3,1510.56
39614.95,1353.3,40968.25,37460.95,1423.04
41244.85,1404.05,42648.9,37513.62,1341.06
41276.15,1405.65,42681.8,38069.96,1302.13
36538.7,1359.55,37898.25,38260.44,1318.13
35451.35,1420.4,36871.75,38406.31,1344.48
40385.45,1567.25,41952.7,38864.63,1376.7
41438.0,1580.7,43018.7,39334.7,1409.81
42575.3,1633.3,44208.6,39760.19,1442.79
43771.25,1695.45,45466.7,40243.02,1479.52
43860.8,1958.7,45819.5,40615.68,1537.84
43362.8,2088.0,45450.8,40990.46,1611.3
45720.15,2104.15,47824.3,41438.0,1681.32
44918.5,2114.4,47032.9,41802.23,1752.19
44383.55,1888.7,46272.25,42586.72,1805.1
43797.3,1847.7,45645.0,43421.31,1847.83
41788.2,1735.8,43524.0,43561.59,1864.69
40894.15,1731.05,42625.2,43507.2,1879.72
39930.55,1687.5,41618.05,43242.72,1885.14
40417.5,1667.35,42084.85,42907.35,1882.33
39283.55,1657.85,40941.4,42449.62,1852.25
40534.05,1670.35,42204.4,42166.75,1810.48
38882.55,1609.4,40491.95,41482.99,1761.01
38810.7,1613.15,40423.85,40872.21,1710.89
39096.4,1616.85,40713.25,40343.5,1683.7
40481.9,1620.5,42102.4,40011.96,1660.98
35599.85,1457.8,37057.65,39393.12,1633.18
35764.25,1503.95,37268.2,38880.13,1610.47
35401.95,1449.4,36851.35,38427.27,1586.66
33815.55,1383.05,35198.6,37767.07,1558.23
32813.05,1123.45,33936.5,37120.02,1504.79
35818.15,1031.7,36849.85,36648.44,1440.92
35086.85,1064.5,36151.35,36268.86,1386.44
33197.65,1052.4,34250.05,35707.56,1330.36
32947.05,1150.1,34097.15,35092.62,1283.68
33773.15,1238.85,35012.0,34421.75,1245.52
35716.85,1271.2,36988.05,34433.45,1226.86
36918.95,1285.9,38204.85,34548.92,1205.06
37898.85,1289.65,39188.5,34798.61,1189.08
37942.65,1286.6,39229.25,35211.32,1179.44
37714.9,1275.5,38990.4,35701.51,1194.64
38543.95,1321.85,39865.8,35974.09,1223.66
38871.4,1361.9,40233.3,36352.54,1253.4
39063.1,1369.8,40432.9,36939.08,1285.13
39763.2,1357.4,41120.6,37620.7,1305.86
40649.4,1413.8,42063.2,38308.32,1323.36
40865.55,1443.9,42309.45,38823.2,1340.63
40351.55,1394.7,41746.25,39166.46,1351.51
40620.95,1414.2,42035.15,39438.66,1363.96
40611.15,1399.2,42010.35,39705.52,1375.23
43006.85,1479.55,44486.4,40234.71,1395.63
41147.9,1488.0,42635.9,40495.11,1412.24
41613.65,1506.05,43119.7,40769.33,1426.66
41921.5,1553.0,43474.5,41055.17,1444.98
42001.95,1526.5,43528.45,41279.05,1461.89
45906.7,1607.85,47514.55,41804.78,1481.29
45712.65,1672.55,47385.2,42289.48,1504.16
45334.15,1726.2,47060.35,42787.75,1537.31
43817.75,1719.0,45536.75,43107.42,1567.79
43511.8,1716.25,45228.05,43397.49,1599.5
43837.65,1779.15,45616.8,43480.57,1629.46
42903.6,1757.85,44661.45,43656.14,1656.44
43585.25,1746.15,45331.4,43853.3,1680.45
43727.4,1759.15,45486.55,44033.89,1701.06
42046.1,1701.5,43747.6,44038.3,1718.56
41146.3,1634.45,42780.75,43562.26,1721.22
41186.1,1607.85,42793.95,43109.61,1714.76
40632.45,1618.9,42251.35,42639.44,1704.02
40410.2,1612.6,42022.8,42298.69,1693.38
41262.55,1768.35,43030.9,42073.76,1698.6
39398.3,1740.0,41138.3,41629.82,1694.68
39427.2,1703.65,41130.85,41282.18,1689.26
37646.45,1650.05,39296.5,40688.3,1679.65
37862.25,1602.35,39464.6,40101.79,1663.97
36819.4,1560.35,38379.75,39579.12,1649.86
33880.6,1405.2,35285.8,38852.55,1626.93
32244.6,1316.45,33561.05,37958.4,1597.79
31263.9,1228.4,32492.3,37021.54,1558.74
31104.6,1212.35,32316.95,36090.98,1518.72
30394.15,1203.8,31597.95,35004.15,1462.26
29217.4,1114.0,30331.4,33986.06,1399.66
27867.75,1080.6,28948.35,32830.11,1337.36
26774.95,1058.5,27833.45,31742.96,1278.2
26370.65,1040.5,27411.15,30593.8,1222.01
26213.05,1035.35,27248.4,29533.16,1169.51
23948.05,979.3,24927.35,28539.91,1126.92
23731.7,981.15,24712.85,27688.62,1093.4
23865.65,969.85,24835.5,26948.8,1067.54
22979.85,949.35,23929.2,26136.32,1041.24
22122.95,796.0,22918.95,25309.2,1000.46
21564.9,753.95,22318.85,24543.95,964.46
21007.5,795.4,21802.9,23857.93,935.94
20897.1,788.45,21685.55,23270.14,908.93
20057.65,803.55,20861.2,22638.84,885.23
20142.5,779.1,20921.6,22031.78,859.61
18425.0,767.1,19192.1,21479.48,838.39
18816.55,790.45,19607.0,20987.96,819.32
19146.25,792.05,19938.3,20516.03,801.54
19927.65,826.85,20754.5,20210.8,789.29
20001.45,825.3,20826.75,19998.66,792.22
20830.05,826.7,21656.75,19925.17,799.5
21412.95,846.9,22259.85,19965.72,804.64
22542.75,862.1,23404.85,20130.28,812.01
22725.6,857.85,23583.45,20397.08,817.44
22593.0,876.0,23469.0,20642.13,827.13
22671.95,864.25,23536.2,21066.82,836.84
23076.45,871.85,23948.3,21492.81,844.98
